"From","Media Type","Created","Content","Conversation Title","IsSender","Created(microseconds)","MainFrom","app","person"
"","TEXT","2021-06-30 07:58:05 UTC","","",TRUE,1625039885197,"B","sp","f"
"","TEXT","2021-06-30 07:49:58 UTC","","",TRUE,1625039398663,"B","sp","f"
"","TEXT","2021-06-30 07:46:49 UTC","","",FALSE,1625039209528,"B","sp","f"
"","TEXT","2021-06-30 07:46:39 UTC","","",FALSE,1625039199141,"B","sp","f"
"","TEXT","2021-06-30 07:46:34 UTC","","",TRUE,1625039194927,"B","sp","f"
"","TEXT","2021-06-30 07:46:16 UTC","","",FALSE,1625039176379,"B","sp","f"
"","TEXT","2021-06-30 07:31:20 UTC","","",TRUE,1625038280207,"B","sp","f"
"","TEXT","2021-06-30 07:30:57 UTC","","",TRUE,1625038257912,"B","sp","f"
"","MEDIA","2021-06-15 09:02:14 UTC","","",FALSE,1623747734951,"B","sp","f"
"","MEDIA","2021-05-31 16:43:26 UTC","","",FALSE,1622479406952,"B","sp","f"
"","TEXT","2021-05-30 17:52:01 UTC","","",TRUE,1622397121657,"B","sp","f"
"","TEXT","2021-05-30 17:51:21 UTC","","",FALSE,1622397081834,"B","sp","f"
"","TEXT","2021-05-30 17:51:20 UTC","","",TRUE,1622397080427,"B","sp","f"
"","TEXT","2021-05-30 17:51:15 UTC","","",TRUE,1622397075385,"B","sp","f"
"","TEXT","2021-05-30 17:51:15 UTC","","",FALSE,1622397075286,"B","sp","f"
"","TEXT","2021-05-30 17:50:58 UTC","","",FALSE,1622397058788,"B","sp","f"
"","MEDIA","2021-05-22 14:55:50 UTC","","",TRUE,1621695350090,"B","sp","f"
"","MEDIA","2021-05-22 09:17:22 UTC","","",FALSE,1621675042868,"B","sp","f"
"","TEXT","2021-05-19 20:55:30 UTC","","",TRUE,1621457730962,"B","sp","f"
"","MEDIA","2021-03-14 23:09:49 UTC","","",FALSE,1615763389888,"B","sp","f"
"","TEXT","2021-02-24 21:19:47 UTC","","",TRUE,1614201587739,"B","sp","f"
"","TEXT","2020-11-22 19:46:46 UTC","","",TRUE,1606074406595,"B","sp","f"
"","MEDIA","2020-11-14 07:58:39 UTC","","",TRUE,1605340719730,"B","sp","f"
"","TEXT","2020-11-09 20:42:58 UTC","","",TRUE,1604954578942,"B","sp","f"
"","MEDIA","2020-09-02 05:50:44 UTC","","",FALSE,1599025844882,"B","sp","f"
"","SHARE","2020-07-22 15:11:52 UTC","","",FALSE,1595430712659,"B","sp","f"
"","TEXT","2020-06-20 19:29:11 UTC","","",TRUE,1592681351586,"B","sp","f"
"","TEXT","2020-06-20 19:28:51 UTC","","",FALSE,1592681331147,"B","sp","f"
"","TEXT","2020-06-20 19:28:45 UTC","","",FALSE,1592681325372,"B","sp","f"
"","TEXT","2020-06-20 19:28:37 UTC","","",FALSE,1592681317335,"B","sp","f"
"","TEXT","2020-06-20 19:08:42 UTC","","",TRUE,1592680122198,"B","sp","f"
"","TEXT","2020-06-20 19:08:30 UTC","","",TRUE,1592680110378,"B","sp","f"
"","MEDIA","2020-05-21 10:00:28 UTC","","",FALSE,1590055228554,"B","sp","f"
"","MEDIA","2020-04-15 21:23:16 UTC","","",FALSE,1586985796510,"B","sp","f"
"","TEXT","2020-02-17 20:09:20 UTC","","",TRUE,1581970160978,"B","sp","f"
"","TEXT","2020-02-17 20:09:18 UTC","","",FALSE,1581970158467,"B","sp","f"
"","TEXT","2020-02-17 20:09:11 UTC","","",FALSE,1581970151221,"B","sp","f"
"","TEXT","2020-01-22 11:36:51 UTC","","",FALSE,1579693011052,"B","sp","f"
"","TEXT","2020-01-01 12:39:00 UTC","","",FALSE,1577882340685,"B","sp","f"
"","TEXT","2019-12-31 14:32:07 UTC","","",FALSE,1577802727344,"B","sp","f"
"","TEXT","2019-12-31 14:31:26 UTC","","",FALSE,1577802686846,"B","sp","f"
"","TEXT","2019-12-31 14:23:35 UTC","","",TRUE,1577802215816,"B","sp","f"
"","TEXT","2019-12-31 14:23:01 UTC","","",FALSE,1577802181618,"B","sp","f"
"","TEXT","2019-12-31 14:22:57 UTC","","",TRUE,1577802177471,"B","sp","f"
"","TEXT","2019-12-31 14:22:52 UTC","","",FALSE,1577802172484,"B","sp","f"
"","TEXT","2019-12-17 17:55:12 UTC","","",FALSE,1576605312310,"B","sp","f"
"","TEXT","2019-12-14 10:00:37 UTC","","",TRUE,1576317637198,"B","sp","f"
"","TEXT","2019-12-08 19:39:10 UTC","","",FALSE,1575833950583,"B","sp","f"
"","TEXT","2019-11-24 19:45:26 UTC","","",FALSE,1574624726727,"B","sp","f"
"","TEXT","2019-11-24 19:34:37 UTC","","",TRUE,1574624077023,"B","sp","f"
"","STICKER","2019-07-19 12:12:09 UTC","","",TRUE,1563538329136,"B","sp","f"
"","STICKER","2019-07-19 12:11:24 UTC","","",FALSE,1563538284311,"B","sp","f"
"","TEXT","2019-07-19 12:11:20 UTC","","",FALSE,1563538280551,"B","sp","f"
"","TEXT","2019-07-14 14:44:31 UTC","","",FALSE,1563115471780,"B","sp","f"
"","TEXT","2019-06-06 20:48:43 UTC","","",FALSE,1559854123173,"B","sp","f"
"","TEXT","2019-06-06 20:41:18 UTC","","",TRUE,1559853678763,"B","sp","f"
"","TEXT","2019-06-06 20:32:14 UTC","","",FALSE,1559853134978,"B","sp","f"
"","TEXT","2019-06-06 20:27:08 UTC","","",FALSE,1559852828873,"B","sp","f"
"","TEXT","2019-06-06 20:26:27 UTC","","",TRUE,1559852787194,"B","sp","f"
"","TEXT","2019-06-06 20:25:45 UTC","","",FALSE,1559852745279,"B","sp","f"
"","STICKER","2019-06-06 20:25:05 UTC","","",TRUE,1559852705546,"B","sp","f"
"","TEXT","2019-06-06 20:20:26 UTC","","",FALSE,1559852426299,"B","sp","f"
"","TEXT","2019-06-06 16:52:09 UTC","","",TRUE,1559839929658,"B","sp","f"
"","STICKER","2019-06-06 16:51:51 UTC","","",FALSE,1559839911636,"B","sp","f"
"","TEXT","2019-05-27 12:50:24 UTC","","",FALSE,1558961424218,"B","sp","f"
"","TEXT","2019-05-26 19:26:10 UTC","","",FALSE,1558898770188,"B","sp","f"
"","TEXT","2019-05-26 19:12:54 UTC","","",TRUE,1558897974631,"B","sp","f"
"","TEXT","2019-05-26 19:12:46 UTC","","",TRUE,1558897966037,"B","sp","f"
"","TEXT","2019-05-26 19:12:35 UTC","","",TRUE,1558897955753,"B","sp","f"
"","TEXT","2019-05-26 19:12:17 UTC","","",FALSE,1558897937216,"B","sp","f"
"","TEXT","2019-05-26 19:10:59 UTC","","",FALSE,1558897859583,"B","sp","f"
"","MEDIA","2023-07-31 17:36:42 UTC","","",FALSE,1690825002405,"C","sp","f"
"","MEDIA","2023-07-25 23:37:32 UTC","","",FALSE,1690328252434,"C","sp","f"
"","MEDIA","2022-10-27 20:07:16 UTC","","",FALSE,1666901236300,"C","sp","f"
"","MEDIA","2022-01-24 15:11:30 UTC","","",FALSE,1643037090660,"C","sp","f"
"","MEDIA","2022-01-17 00:25:38 UTC","","",FALSE,1642379138868,"C","sp","f"
"","MEDIA","2022-01-17 00:25:20 UTC","","",FALSE,1642379120816,"C","sp","f"
