"From","Media Type","Created","Content","Conversation Title","IsSender","Created(microseconds)","MainFrom","app","person"
"","TEXT","2022-11-10 00:47:10 UTC","","",FALSE,1668041230645,"G","sp","a"
"","TEXT","2022-11-10 00:47:07 UTC","","",FALSE,1668041227884,"G","sp","a"
"","MEDIA","2022-11-10 00:46:50 UTC","","",FALSE,1668041210717,"G","sp","a"
"","TEXT","2022-11-10 00:46:49 UTC","","",FALSE,1668041209908,"G","sp","a"
"","TEXT","2022-11-10 00:46:33 UTC","","",FALSE,1668041193001,"G","sp","a"
"","TEXT","2022-11-09 20:41:46 UTC","","",TRUE,1668026506236,"G","sp","a"
"","TEXT","2022-11-09 20:41:44 UTC","","",TRUE,1668026504182,"G","sp","a"
"","TEXT","2022-11-09 18:30:04 UTC","","",FALSE,1668018604902,"G","sp","a"
"","TEXT","2022-11-09 18:29:59 UTC","","",FALSE,1668018599668,"G","sp","a"
"","TEXT","2022-11-09 18:14:05 UTC","","",TRUE,1668017645172,"G","sp","a"
"","TEXT","2022-11-09 18:13:57 UTC","","",TRUE,1668017637563,"G","sp","a"
"","TEXT","2022-11-09 18:13:44 UTC","","",FALSE,1668017624356,"G","sp","a"
"","TEXT","2022-11-09 18:13:33 UTC","","",TRUE,1668017613759,"G","sp","a"
"","MEDIA","2022-11-09 18:13:27 UTC","","",TRUE,1668017607493,"G","sp","a"
"","TEXT","2022-11-09 18:13:23 UTC","","",FALSE,1668017603655,"G","sp","a"
"","TEXT","2022-11-09 18:13:17 UTC","","",FALSE,1668017597698,"G","sp","a"
"","TEXT","2022-11-09 18:13:03 UTC","","",TRUE,1668017583288,"G","sp","a"
"","TEXT","2022-11-09 18:12:52 UTC","","",FALSE,1668017572409,"G","sp","a"
"","TEXT","2022-11-09 18:12:47 UTC","","",TRUE,1668017567221,"G","sp","a"
"","TEXT","2022-11-09 18:12:34 UTC","","",FALSE,1668017554041,"G","sp","a"
"","TEXT","2022-11-09 18:12:33 UTC","","",TRUE,1668017553382,"G","sp","a"
"","MEDIA","2022-11-09 18:12:23 UTC","","",TRUE,1668017543129,"G","sp","a"
"","MEDIA","2022-11-09 18:12:18 UTC","","",FALSE,1668017538269,"G","sp","a"
"","MEDIA","2022-11-09 18:11:49 UTC","","",FALSE,1668017509563,"G","sp","a"
"","TEXT","2022-11-09 18:11:41 UTC","","",FALSE,1668017501718,"G","sp","a"
"","TEXT","2022-11-09 18:11:08 UTC","","",TRUE,1668017468124,"G","sp","a"
"","TEXT","2022-11-09 18:10:57 UTC","","",TRUE,1668017457420,"G","sp","a"
"","TEXT","2022-11-09 18:10:56 UTC","","",TRUE,1668017456287,"G","sp","a"
"","TEXT","2022-11-09 18:10:38 UTC","","",TRUE,1668017438109,"G","sp","a"
"","TEXT","2022-11-09 18:10:35 UTC","","",TRUE,1668017435884,"G","sp","a"
